hotel,is_canceled,lead_time,adults,is_repeated_guest,previous_cancellations,required_car_parking_spaces,total_of_special_requests
1,1,304,1,0,0,0,0
1,1,304,2,0,0,0,0
1,1,304,2,0,0,0,0
1,1,304,2,0,0,0,0
1,1,304,2,0,0,0,0
1,1,122,2,0,0,0,1
1,1,304,2,0,0,0,0
1,1,304,1,0,0,0,0
1,1,304,1,0,0,0,0
1,1,304,2,0,0,0,0
1,1,304,2,0,0,0,0
1,1,20,2,0,0,0,1
1,1,6,2,0,0,0,0
1,1,288,2,0,0,0,0
1,1,197,2,0,0,0,0
1,1,307,2,0,0,0,0
1,1,8,2,0,0,0,1
1,1,0,2,0,0,0,0
1,1,39,2,0,0,0,2
1,1,101,2,0,0,0,1
1,1,40,2,0,0,0,2
1,1,65,2,0,0,0,1
1,1,104,2,0,0,0,1
1,1,17,2,0,0,0,0
1,1,23,2,0,0,0,1
1,1,98,2,0,0,0,0
1,1,76,2,0,0,0,0
1,1,37,2,0,0,0,1
1,1,143,2,0,0,0,2
1,1,95,2,0,0,0,1
1,1,179,2,0,0,0,1
1,1,179,2,0,0,0,1
1,1,234,3,0,0,0,1
1,1,150,2,0,0,0,1
1,1,66,2,0,0,0,4
1,1,6,2,0,0,0,0
1,1,6,1,0,0,0,1
1,1,37,2,0,0,0,1
1,1,37,2,0,0,0,1
1,1,21,2,0,0,0,1
1,1,128,2,0,0,0,2
1,1,155,2,0,0,0,0
1,1,193,2,0,0,0,0
1,1,131,2,0,0,0,0
1,1,330,2,0,0,0,1
1,1,257,2,0,0,0,0
1,1,58,2,0,0,0,0
1,1,332,2,0,0,0,1
1,1,118,2,0,0,0,2
1,1,314,2,0,0,0,2
1,1,306,2,0,0,0,0
1,1,306,2,0,0,0,0
1,1,0,1,0,0,0,0
1,1,278,2,0,0,0,0
1,1,20,2,0,0,0,0
1,1,29,2,0,0,0,1
1,1,27,3,0,0,0,1
1,1,29,2,0,0,0,1
1,1,83,2,0,0,0,0
1,1,108,2,0,0,0,0
1,1,27,2,0,0,0,1
1,1,231,2,0,0,0,0
1,1,131,2,0,0,0,0
1,1,184,2,0,0,0,0
1,1,184,2,0,0,0,0
1,1,135,2,0,0,0,0
1,1,125,2,0,0,0,0
1,1,141,2,0,0,0,1
1,1,117,2,0,0,0,0
1,1,167,1,0,0,0,2
1,1,114,2,0,0,0,3
1,1,192,2,0,0,0,0
1,1,114,2,0,0,0,1
1,1,140,2,0,0,0,2
1,1,41,2,0,0,0,0
1,1,6,1,0,0,0,0
1,1,319,2,0,0,0,0
1,1,13,1,0,0,0,0
1,1,70,2,0,0,0,0
1,1,237,2,0,0,0,2
1,1,19,4,0,0,0,0
1,1,120,2,0,0,0,0
1,1,230,2,0,0,0,1
1,1,201,3,0,0,0,0
1,1,52,2,0,0,0,1
1,1,210,2,0,0,0,0
1,1,230,2,0,0,0,1
1,1,94,2,0,0,0,1
1,1,271,2,0,0,0,1
1,1,298,2,0,0,0,0
1,1,230,2,0,0,0,0
1,1,216,2,0,0,0,0
1,1,162,3,0,0,0,1
1,1,12,2,0,0,0,1
1,1,133,2,0,0,0,0
1,1,138,2,0,0,0,0
1,1,140,2,0,0,0,0
1,1,140,2,0,0,0,0
1,1,135,2,0,0,0,0
1,1,130,2,0,0,0,1
1,1,113,2,0,0,0,0
1,1,247,2,0,0,0,1
1,1,247,2,0,0,0,1
1,1,50,2,0,0,0,0
1,1,30,2,0,0,0,2
1,1,135,2,0,0,0,2
1,1,30,2,0,0,0,2
1,1,175,2,0,0,0,1
1,1,141,2,0,0,0,2
1,1,97,2,0,0,0,1
1,1,288,2,0,0,0,1
1,1,155,2,0,0,0,2
1,1,97,2,0,0,0,1
1,1,288,2,0,0,0,1
1,1,134,2,0,0,0,0
1,1,134,2,0,0,0,0
1,1,120,2,0,0,0,0
1,1,97,2,0,0,0,1
1,1,146,2,0,0,0,0
1,1,86,2,0,0,0,0
1,1,150,2,0,0,0,1
1,1,118,3,0,0,0,1
1,1,218,2,0,0,0,0
1,1,345,2,0,0,0,1
1,1,292,1,0,0,0,0
1,1,13,1,0,0,0,0
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,130,2,0,0,0,1
1,1,131,2,0,0,0,0
1,1,103,2,0,0,0,0
1,1,106,1,0,0,0,1
1,1,54,2,0,0,0,1
1,1,132,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,151,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,123,2,0,0,0,0
1,1,125,2,0,0,0,2
1,1,223,2,0,0,0,0
1,1,206,2,0,0,0,0
1,1,223,2,0,0,0,0
1,1,249,2,0,0,0,2
1,1,249,3,0,0,0,4
1,1,223,2,0,0,0,0
1,1,295,2,0,0,0,0
1,1,86,2,0,0,0,0
1,1,8,1,0,0,0,0
1,1,20,2,0,0,0,0
1,1,0,2,0,0,0,0
1,1,253,2,0,0,0,1
1,1,269,2,0,0,0,2
1,1,158,2,0,0,0,0
1,1,343,2,0,0,0,0
1,1,30,2,0,0,0,0
1,1,30,2,0,0,0,0
1,1,30,2,0,0,0,0
1,1,110,2,0,0,0,0
1,1,33,2,0,0,0,0
1,1,36,2,0,0,0,0
1,1,255,2,0,0,0,1
1,1,254,2,0,0,0,1
1,1,60,2,0,0,0,1
1,1,55,2,0,0,0,1
1,1,254,2,0,0,0,1
1,1,250,2,0,0,0,1
1,1,247,2,0,0,0,1
1,1,248,2,0,0,0,0
1,1,55,1,0,0,0,1
1,1,60,1,0,0,0,1
1,1,107,2,0,0,0,0
1,1,308,2,0,0,0,1
1,1,310,2,0,0,0,0
1,1,308,2,0,0,0,1
1,1,310,2,0,0,0,0
1,1,94,2,0,0,0,0
1,1,368,2,0,0,0,1
1,1,368,2,0,0,0,1
1,1,5,2,0,0,0,0
1,1,139,2,0,0,0,1
1,1,145,2,0,0,0,0
1,1,155,2,0,0,0,0
1,1,250,1,0,0,0,3
1,1,215,2,0,0,0,2
1,1,250,2,0,0,0,2
1,1,77,2,0,0,0,2
1,1,141,2,0,0,0,0
1,1,112,2,0,0,0,0
1,1,331,2,0,0,0,0
1,1,307,2,0,0,0,2
1,1,321,2,0,0,0,1
1,1,251,2,0,0,0,1
1,1,277,2,0,0,0,0
1,1,250,2,0,0,0,0
1,1,326,2,0,0,0,0
1,1,326,2,0,0,0,0
1,1,28,2,0,0,0,1
1,1,11,2,0,0,0,1
1,1,28,2,0,0,0,1
1,1,50,1,0,0,0,1
1,1,147,2,0,0,0,1
1,1,131,2,0,0,0,0
1,1,165,1,0,0,0,2
1,1,131,2,0,0,0,0
1,1,115,2,0,0,0,0
1,1,143,2,0,0,0,0
1,1,116,2,0,0,0,0
1,1,26,2,0,0,0,1
1,1,135,2,0,0,0,1
1,1,45,2,0,0,0,0
1,1,217,2,0,0,0,2
1,1,129,2,0,0,0,0
1,1,244,2,0,0,0,0
1,1,312,2,0,0,0,1
1,1,101,2,0,0,0,1
1,1,57,1,0,0,0,1
1,1,193,2,0,0,0,0
1,1,263,2,0,0,0,0
1,1,57,2,0,0,0,1
1,1,282,2,0,0,0,0
1,1,160,2,0,0,0,0
1,1,269,2,0,0,0,0
1,1,340,2,0,0,0,0
1,1,285,1,0,0,0,1
1,1,39,2,0,0,0,2
1,1,108,2,0,0,0,1
1,1,298,2,0,0,0,2
1,1,101,2,0,0,0,0
1,1,114,2,0,0,0,0
1,1,98,3,0,0,0,0
1,1,135,2,0,0,0,2
1,1,148,2,0,0,0,0
1,1,294,2,0,0,0,0
1,1,210,2,0,0,0,0
1,1,132,2,0,0,0,2
1,1,237,2,0,0,0,0
1,1,34,2,0,0,0,2
1,1,166,2,0,0,0,0
1,1,330,2,0,0,0,0
1,1,125,2,0,0,0,2
1,1,330,2,0,0,0,0
1,1,313,2,0,0,0,2
1,1,15,2,0,0,0,0
1,1,57,2,0,0,0,0
1,1,126,2,0,0,0,0
1,1,87,2,0,0,0,0
1,1,321,2,0,0,0,1
1,1,258,2,0,0,0,2
1,1,78,1,0,0,0,0
1,1,326,2,0,0,0,0
1,1,285,1,0,0,0,0
1,1,289,1,0,0,0,1
1,1,213,2,0,0,0,0
1,1,320,2,0,0,0,1
1,1,153,2,0,0,0,0
1,1,94,2,0,0,0,0
1,1,261,3,0,0,0,0
1,1,43,2,0,0,0,0
1,1,17,2,0,0,0,1
1,1,18,2,0,0,0,2
1,1,18,2,0,0,0,2
1,1,17,2,0,0,0,1
1,1,253,2,0,0,0,2
1,1,329,2,0,0,0,1
1,1,324,2,0,0,0,0
1,1,336,2,0,0,0,1
1,1,129,2,0,0,0,1
1,1,28,2,0,0,0,1
1,1,107,2,0,0,0,2
1,1,150,2,0,0,0,2
1,1,105,2,0,0,0,1
1,1,170,2,0,0,0,0
1,1,44,2,0,0,0,0
1,1,153,3,0,0,0,2
1,1,154,1,0,0,0,1
1,1,22,2,0,0,0,2
1,1,188,1,0,0,0,0
1,1,154,3,0,0,0,1
1,1,244,2,0,0,0,2
1,1,244,2,0,0,0,2
1,1,153,3,0,0,0,1
1,1,188,1,0,0,0,0
1,1,332,2,0,0,0,0
1,1,279,2,0,0,0,1
1,1,240,2,0,0,0,1
1,1,240,2,0,0,0,1
1,1,336,2,0,0,0,1
1,1,10,2,0,0,0,2
1,1,95,2,0,0,0,1
1,1,37,2,0,0,0,1
1,1,227,2,0,0,0,2
1,1,28,2,0,0,0,2
1,1,11,2,0,0,0,0
1,1,55,1,0,0,0,1
1,1,45,2,0,0,0,0
1,1,205,2,0,0,0,0
1,1,280,2,0,0,0,0
1,1,280,2,0,0,0,1
1,1,42,2,0,0,0,0
1,1,49,3,0,0,0,0
1,1,326,2,0,0,0,1
1,1,129,2,0,0,0,1
1,1,326,2,0,0,0,1
1,1,123,1,0,0,0,1
1,1,259,2,0,0,0,0
1,1,80,2,0,0,0,0
1,1,331,2,0,0,0,1
1,1,317,2,0,0,0,1
1,1,317,2,0,0,0,1
1,1,209,3,0,0,0,0
1,1,119,2,0,0,0,0
1,1,325,2,0,0,0,0
1,1,305,2,0,0,0,2
1,1,119,2,0,0,0,0
1,1,86,2,0,0,0,0
1,1,331,2,0,0,0,1
1,1,274,2,0,0,0,1
1,1,273,2,0,0,0,1
1,1,288,2,0,0,0,1
1,1,176,2,0,0,0,1
1,1,273,2,0,0,0,1
1,1,275,2,0,0,0,0
1,1,241,2,0,0,0,0
1,1,253,2,0,0,0,2
1,1,296,2,0,0,0,1
1,1,243,2,0,0,0,0
1,1,278,1,0,0,0,2
1,1,5,1,0,0,0,0
1,1,27,2,0,0,0,0
1,1,27,2,0,0,0,0
1,1,103,2,0,0,0,1
1,1,109,2,0,0,0,0
1,1,128,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,171,3,0,0,0,1
1,1,253,2,0,0,0,1
1,1,238,2,0,0,0,1
1,1,113,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,159,2,0,0,0,0
1,1,163,2,0,0,0,2
1,1,311,2,0,0,0,2
1,1,172,2,0,0,0,0
1,1,97,2,0,0,0,0
1,1,342,3,0,0,0,0
1,1,47,2,0,0,0,0
1,1,311,2,0,0,0,0
1,1,263,2,0,0,0,2
1,1,330,2,0,0,0,1
1,1,342,2,0,0,0,0
1,1,311,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,251,2,0,0,0,0
1,1,159,2,0,0,0,0
1,1,311,2,0,0,0,1
1,1,311,2,0,0,0,1
1,1,47,2,0,0,0,0
1,1,336,2,0,0,0,0
1,1,47,1,0,0,0,0
1,1,47,2,0,0,0,0
1,1,270,2,0,0,0,1
1,1,98,2,0,0,0,1
1,1,50,2,0,0,0,1
1,1,227,2,0,0,0,1
1,1,50,2,0,0,0,1
1,1,312,2,0,0,0,1
1,1,169,2,0,0,0,2
1,1,48,2,0,0,0,0
1,1,116,2,0,0,0,0
1,1,106,2,0,0,0,1
1,1,250,2,0,0,0,1
1,1,48,2,0,0,0,0
1,1,119,2,0,0,0,1
1,1,178,2,0,0,0,0
1,1,250,2,0,0,0,0
1,1,313,2,0,0,0,1
1,1,165,2,0,0,0,2
1,1,309,2,0,0,0,0
1,1,170,2,0,0,0,0
1,1,165,2,0,0,0,0
1,1,262,2,0,0,0,0
1,1,319,2,0,0,0,1
1,1,319,2,0,0,0,1
1,1,48,2,0,0,0,2
1,1,296,3,0,0,0,0
1,1,274,2,0,0,0,1
1,1,127,2,0,0,0,1
1,1,336,2,0,0,0,1
1,1,48,2,0,0,0,0
1,1,188,2,0,0,0,0
1,1,2,2,0,0,0,1
1,1,2,2,0,0,0,1
1,1,130,2,0,0,0,1
1,1,183,2,0,0,0,0
1,1,104,2,0,0,0,1
1,1,167,2,0,0,0,1
1,1,145,2,0,0,0,0
1,1,179,2,0,0,0,1
1,1,309,2,0,0,0,0
1,1,310,2,0,0,0,1
1,1,218,2,0,0,0,0
1,1,310,3,0,0,0,0
1,1,122,2,0,0,0,0
1,1,118,2,0,0,0,1
1,1,0,2,0,0,0,2
1,1,267,2,0,0,0,0
1,1,139,2,0,0,0,0
1,1,160,2,0,0,0,0
1,1,50,2,0,0,0,0
1,1,219,2,0,0,0,1
1,1,339,2,0,0,0,1
1,1,154,2,0,0,0,0
1,1,178,2,0,0,0,0
1,1,282,2,0,0,0,0
1,1,22,1,0,0,0,0
1,1,114,2,0,0,0,1
1,1,333,2,0,0,0,2
1,1,213,2,0,0,0,1
1,1,196,2,0,0,0,0
1,1,201,2,0,0,0,1
1,1,201,2,0,0,0,1
1,1,137,2,0,0,0,0
1,1,319,2,0,0,0,0
1,1,317,2,0,0,0,0
1,1,51,2,0,0,0,0
1,1,263,2,0,0,0,0
1,1,263,2,0,0,0,0
1,1,248,2,0,0,0,1
1,1,17,1,0,0,0,0
1,1,21,2,0,0,0,0
1,1,17,1,0,0,0,0
1,1,106,2,0,0,0,1
1,1,17,2,0,0,0,2
1,1,0,2,0,0,0,0
1,1,60,2,0,0,0,1
1,1,151,2,0,0,0,0
1,1,109,2,0,0,0,1
1,1,248,3,0,0,0,1
1,1,175,2,0,0,0,2
1,1,51,2,0,0,0,0
1,1,51,2,0,0,0,0
1,1,51,2,0,0,0,0
1,1,264,2,0,0,0,0
1,1,202,2,0,0,0,0
1,1,264,2,0,0,0,0
1,1,162,2,0,0,0,1
1,1,215,2,0,0,0,0
1,1,353,2,0,0,0,0
1,1,204,2,0,0,0,1
1,1,51,2,0,0,0,0
1,1,130,2,0,0,0,1
1,1,130,2,0,0,0,1
1,1,303,2,0,0,0,2
1,1,59,2,0,0,0,0
1,1,303,2,0,0,0,2
1,1,130,2,0,0,0,1
1,1,130,2,0,0,0,1
1,1,110,2,0,0,0,1
1,1,224,3,0,0,0,0
1,1,110,2,0,0,0,1
1,1,127,2,0,0,0,1
1,1,146,3,0,0,0,0
1,1,145,2,0,0,0,1
1,1,218,3,0,0,0,0
1,1,305,2,0,0,0,1
1,1,198,2,0,0,0,3
1,1,197,2,0,0,0,2
1,1,305,3,0,0,0,1
1,1,145,2,0,0,0,2
1,1,146,2,0,0,0,0
1,1,305,2,0,0,0,1
1,1,164,2,0,0,0,0
1,1,259,2,0,0,0,0
1,1,59,2,0,0,0,1
1,1,334,2,0,0,0,1
1,1,155,2,0,0,0,0
1,1,117,2,0,0,0,2
1,1,209,2,0,0,0,2
1,1,334,2,0,0,0,0
1,1,243,2,0,0,0,1
1,1,303,2,0,0,0,3
1,1,184,2,0,0,0,1
1,1,52,2,0,0,0,0
1,1,141,2,0,0,0,1
1,1,325,2,0,0,0,1
1,1,306,2,0,0,0,2
1,1,248,2,0,0,0,0
1,1,183,2,0,0,0,1
1,1,110,2,0,0,0,1
1,1,109,2,0,0,0,1
1,1,171,2,0,0,0,0
1,1,104,1,0,0,0,1
1,1,146,2,0,0,0,0
1,1,159,2,0,0,0,0
1,1,95,2,0,0,0,1
1,1,143,2,0,0,0,1
1,1,100,1,0,0,0,2
1,1,110,2,0,0,0,1
1,1,219,2,0,0,0,1
1,1,268,2,0,0,0,0
1,1,177,2,0,0,0,0
1,1,259,2,0,0,0,0
1,1,280,2,0,0,0,0
1,1,57,2,0,0,0,0
1,1,174,2,0,0,0,1
1,1,188,2,0,0,0,1
1,1,320,2,0,0,0,1
1,1,275,2,0,0,0,3
1,1,179,2,0,0,0,0
1,1,53,2,0,0,0,0
1,1,53,2,0,0,0,1
1,1,133,2,0,0,0,1
1,1,102,2,0,0,0,0
1,1,159,2,0,0,0,0
1,1,103,2,0,0,0,2
1,1,144,2,0,0,0,0
1,1,178,2,0,0,0,0
1,1,146,2,0,0,0,1
1,1,150,2,0,0,0,2
1,1,157,2,0,0,0,0
1,1,171,2,0,0,0,1
1,1,190,2,0,0,0,0
1,1,169,2,0,0,0,0
1,1,262,2,0,0,0,2
1,1,280,2,0,0,0,0
1,1,54,2,0,0,0,0
1,1,186,3,0,0,0,0
1,1,251,2,0,0,0,0
1,1,262,2,0,0,0,2
1,1,177,2,0,0,0,0
1,1,171,2,0,0,0,0
1,1,150,2,0,0,0,0
1,1,280,2,0,0,0,0
1,1,300,2,0,0,0,1
1,1,47,2,0,0,0,2
1,1,317,3,0,0,0,0
1,1,347,2,0,0,0,0
1,1,268,3,0,0,0,0
1,1,277,2,0,0,0,0
1,1,347,3,0,0,0,0
1,1,269,3,0,0,0,0
1,1,6,2,0,0,0,2
1,1,320,2,0,0,0,0
1,1,153,2,0,0,0,0
1,1,237,2,0,0,0,1
1,1,324,3,0,0,0,0
1,1,315,2,0,0,0,0
1,1,131,3,0,0,0,0
1,1,55,2,0,0,0,0
1,1,271,2,0,0,0,2
1,1,324,2,0,0,0,1
1,1,236,3,0,0,0,0
1,1,271,2,0,0,0,2
1,1,217,2,0,0,0,1
1,1,269,2,0,0,0,0
1,1,270,2,0,0,0,2
1,1,55,2,0,0,0,0
1,1,55,2,0,0,0,0
1,1,55,2,0,0,0,0
1,1,335,2,0,0,0,0
1,1,8,1,0,0,0,0
1,1,8,1,0,0,0,0
1,1,8,1,0,0,0,0
1,1,345,2,0,0,0,2
1,1,164,2,0,0,0,0
1,1,14,2,0,0,0,0
1,1,168,3,0,0,0,0
1,1,14,2,0,0,0,0
1,1,334,2,0,0,0,0
1,1,352,2,0,0,0,0
1,1,251,2,0,0,0,2
1,1,158,2,0,0,0,0
1,1,183,2,0,0,0,1
1,1,168,2,0,0,0,0
1,1,65,2,0,0,0,0
1,1,338,2,0,0,0,0
1,1,168,2,0,0,0,2
1,1,171,2,0,0,0,1
1,1,57,2,0,0,0,0
1,1,130,1,0,0,0,0
1,1,86,2,0,0,0,1
1,1,210,2,0,0,0,1
1,1,210,2,0,0,0,0
1,1,210,2,0,0,0,0
1,1,210,2,0,0,0,1
1,1,326,3,0,0,0,2
1,1,339,2,0,0,0,0
1,1,335,2,0,0,0,1
1,1,140,2,0,0,0,0
1,1,288,2,0,0,0,0
1,1,150,2,0,0,0,0
1,1,113,2,0,0,0,0
1,1,11,2,0,0,0,1
1,1,58,2,0,0,0,0
1,1,58,2,0,0,0,0
1,1,179,2,0,0,0,1
1,1,184,2,0,0,0,1
1,1,58,2,0,0,0,0
1,1,227,2,0,0,0,0
1,1,227,2,0,0,0,0
1,1,51,3,0,0,0,0
1,1,313,2,0,0,0,2
1,1,58,2,0,0,0,0
1,1,19,2,0,0,0,2
1,1,9,2,0,0,0,1
1,1,3,3,0,0,0,1
1,1,135,2,0,0,0,1
1,1,135,2,0,0,0,0
1,1,186,2,0,0,0,0
1,1,152,2,0,0,0,2
1,1,209,2,0,0,0,0
1,1,264,2,0,0,0,2
1,1,150,2,0,0,0,0
1,1,59,2,0,0,0,0
1,1,109,2,0,0,0,1
1,1,162,3,0,0,0,0
1,1,162,3,0,0,0,0
1,1,192,2,0,0,0,0
1,1,154,2,0,0,0,1
1,1,8,2,0,0,0,0
1,1,256,3,0,0,0,1
1,1,154,2,0,0,0,0
1,1,61,1,0,0,0,1
1,1,258,3,0,0,0,1
1,1,33,2,0,0,0,0
1,1,151,2,0,0,0,2
1,1,349,2,0,0,0,0
1,1,157,2,0,0,0,1
1,1,216,2,0,0,0,0
1,1,60,2,0,0,0,2
1,1,60,2,0,0,0,0
1,1,315,3,0,0,0,0
1,1,190,2,0,0,0,1
1,1,4,2,0,0,0,1
1,1,10,2,0,0,0,0
1,1,10,2,0,0,0,0
1,1,112,2,0,0,0,1
1,1,117,2,0,0,0,2
1,1,149,2,0,0,0,1
1,1,9,2,0,0,0,0
1,1,148,2,0,0,0,0
1,1,217,3,0,0,0,0
1,1,125,2,0,0,0,0
1,1,156,2,0,0,0,1
1,1,76,2,0,0,0,1
1,1,76,2,0,0,0,1
1,1,289,2,0,0,0,0
1,1,163,2,0,0,0,0
1,1,140,2,0,0,0,1
1,1,114,2,0,0,0,2
1,1,48,2,0,0,0,0
1,1,153,2,0,0,0,1
1,1,153,2,0,0,0,0
1,1,137,2,0,0,0,0
1,1,5,2,0,0,0,1
1,1,1,1,0,0,0,3
1,1,3,2,0,0,0,1
1,1,21,1,0,0,0,0
1,1,95,2,0,0,0,1
1,1,47,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,48,2,0,0,0,0
1,1,47,2,0,0,0,0
1,1,73,2,0,0,0,1
1,1,151,2,0,0,0,0
1,1,24,2,0,0,0,1
1,1,23,2,0,0,0,1
1,1,110,2,0,0,0,1
1,1,110,2,0,0,0,1
1,1,110,2,0,0,0,1
1,1,62,2,0,0,0,0
1,1,151,2,0,0,0,0
1,1,62,2,0,0,0,0
1,1,234,2,0,0,0,2
1,1,346,2,0,0,0,0
1,1,87,2,0,0,0,0
1,1,5,1,0,0,0,0
1,1,32,2,0,0,0,1
1,1,21,2,0,0,0,1
1,1,82,2,0,0,0,1
1,1,20,2,0,0,0,2
1,1,16,2,0,0,0,1
1,1,72,2,0,0,0,0
1,1,33,2,0,0,0,0
1,1,89,2,0,0,0,2
1,1,20,2,0,0,0,2
1,1,27,2,0,0,0,2
1,1,38,2,0,0,0,1
1,1,29,2,0,0,0,2
1,1,134,2,0,0,0,0
1,1,20,2,0,0,0,0
1,1,77,2,0,0,0,0
1,1,51,2,0,0,0,1
1,1,128,2,0,0,0,1
1,1,0,2,0,0,0,2
1,1,17,1,0,0,0,0
1,1,31,1,0,0,0,1
1,1,31,1,0,0,0,1
1,1,27,2,0,0,0,0
1,1,184,1,0,0,0,0
1,1,145,2,0,0,0,1
1,1,145,2,0,0,0,1
1,1,74,2,0,0,0,0
1,1,201,2,0,0,0,1
1,1,154,2,0,0,0,1
1,1,281,2,0,0,0,1
1,1,161,2,0,0,0,0
1,1,31,2,0,0,0,1
1,1,36,2,0,0,0,1
1,1,95,2,0,0,0,1
1,1,135,2,0,0,0,2
1,1,35,2,0,0,0,1
1,1,35,2,0,0,0,1
1,1,67,2,0,0,0,0
1,1,66,2,0,0,0,1
1,1,148,3,0,0,0,1
1,1,169,2,0,0,0,1
1,1,172,3,0,0,0,2
1,1,21,2,0,0,0,1
1,1,172,2,0,0,0,0
1,1,169,2,0,0,0,1
1,1,123,2,0,0,0,0
1,1,70,2,0,0,0,0
1,1,242,2,0,0,0,1
1,1,212,2,0,0,0,0
1,1,283,1,0,0,0,1
1,1,0,2,0,0,0,1
1,1,0,3,0,0,0,0
1,1,24,2,0,0,0,2
1,1,59,2,0,0,0,1
1,1,0,3,0,0,0,1
1,1,0,2,0,0,0,1
1,1,183,2,0,0,0,2
1,1,55,2,0,0,0,1
1,1,55,2,0,0,0,0
1,1,253,2,0,0,0,0
1,1,122,2,0,0,0,2
1,1,126,2,0,0,0,2
1,1,109,2,0,0,0,1
1,1,125,2,0,0,0,0
1,1,158,2,0,0,0,0
1,1,125,2,0,0,0,0
1,1,126,2,0,0,0,1
1,1,109,2,0,0,0,1
1,1,123,2,0,0,0,1
1,1,126,2,0,0,0,1
1,1,126,2,0,0,0,2
1,1,125,2,0,0,0,0
1,1,167,2,0,0,0,0
1,1,17,3,0,0,0,1
1,1,113,2,0,0,0,1
1,1,354,2,0,0,0,2
1,1,185,2,0,0,0,1
1,1,192,2,0,0,0,1
1,1,51,1,0,0,0,2
1,1,137,2,0,0,0,1
1,1,25,2,0,0,0,2
1,1,213,2,0,0,0,1
1,1,145,2,0,0,0,1
1,1,213,2,0,0,0,1
1,1,157,2,0,0,0,0
1,1,156,2,0,0,0,0
1,1,333,2,0,0,0,4
1,1,128,2,0,0,0,0
1,1,175,2,0,0,0,1
1,1,180,2,0,0,0,0
1,1,188,2,0,0,0,0
1,1,181,2,0,0,0,2
1,1,188,2,0,0,0,0
1,1,170,2,0,0,0,0
1,1,188,2,0,0,0,0
1,1,340,2,0,0,0,1
1,1,340,2,0,0,0,1
1,1,158,2,0,0,0,0
1,1,184,2,0,0,0,2
1,1,25,2,0,0,0,1
1,1,21,2,0,0,0,1
1,1,103,2,0,0,0,1
1,1,190,2,0,0,0,0
1,1,27,1,0,0,0,0
1,1,103,2,0,0,0,1
1,1,118,2,0,0,0,0
1,1,209,2,0,0,0,1
1,1,64,2,0,0,0,1
1,1,252,2,0,0,0,0
1,1,182,2,0,0,0,1
1,1,323,2,0,0,0,1
1,1,2,2,0,0,0,0
1,1,140,2,0,0,0,1
1,1,42,2,0,0,0,0
1,1,190,3,0,0,0,0
1,1,322,2,0,0,0,0
1,1,133,3,0,0,0,0
1,1,133,2,0,0,0,0
1,1,221,2,0,0,0,2
1,1,390,2,0,0,0,0
1,1,141,2,0,0,0,1
1,1,332,2,0,0,0,0
1,1,211,2,0,0,0,1
1,1,195,2,0,0,0,0
1,1,159,2,0,0,0,0
1,1,211,1,0,0,0,2
1,1,194,2,0,0,0,0
1,1,55,2,0,0,0,0
1,1,268,2,0,0,0,1
1,1,240,2,0,0,0,0
1,1,236,2,0,0,0,0
1,1,253,2,0,0,0,2
1,1,0,2,0,0,0,1
1,1,7,2,0,0,0,0
1,1,163,2,0,0,0,1
1,1,1,1,0,0,0,0
1,1,163,2,0,0,0,1
1,1,227,2,0,0,0,3
1,1,227,2,0,0,0,3
1,1,78,2,0,0,0,0
1,1,165,2,0,0,0,0
1,1,39,2,0,0,0,0
1,1,158,2,0,0,0,0
1,1,43,2,0,0,0,0
1,1,67,2,0,0,0,1
1,1,128,2,0,0,0,1
1,1,299,1,0,0,0,2
1,1,299,2,0,0,0,2
1,1,108,2,0,0,0,0
1,1,108,2,0,0,0,0
1,1,211,2,0,0,0,1
1,1,197,2,0,0,0,0
1,1,143,2,0,0,0,0
1,1,327,2,0,0,0,0
1,1,247,2,0,0,0,1
1,1,72,2,0,0,0,0
1,1,187,2,0,0,0,1
1,1,187,2,0,0,0,0
1,1,20,2,0,0,0,1
1,1,176,3,0,0,0,0
1,1,2,2,0,0,0,1
1,1,144,2,0,0,0,0
1,1,171,2,0,0,0,0
1,1,21,2,0,0,0,0
1,1,123,2,0,0,0,0
1,1,5,3,0,0,0,0
1,1,160,2,0,0,0,1
1,1,64,2,0,0,0,0
1,1,168,2,0,0,0,0
1,1,41,3,0,0,0,0
1,1,193,2,0,0,0,0
1,1,172,1,0,0,0,0
1,1,328,2,0,0,0,1
1,1,202,2,0,0,0,0
1,1,2,2,0,0,0,0
1,1,2,2,0,0,0,0
1,1,2,2,0,0,0,0
1,1,19,2,0,0,0,2
1,1,147,2,0,0,0,1
1,1,347,2,0,0,0,3
1,1,178,3,0,0,0,2
1,1,101,2,0,0,0,1
1,1,73,2,0,0,0,1
1,1,268,2,0,0,0,0
1,1,116,2,0,0,0,0
1,1,109,2,0,0,0,1
1,1,108,2,0,0,0,1
1,1,91,2,0,0,0,0
